GenName	ExpressionLevel
GENE.16374	1.9366816380012e-05
GENE.16375	1.84806971970097e-05
GENE.16376	4.35732067619876e-05
GENE.16377	4.19628555539953e-05
GENE.16378	4.34368807339935e-05
GENE.16379	4.35306048780226e-05
GENE.16380	4.3010861894982e-05
GENE.16381	4.1545357092998e-05
GENE.16382	3.86654697470123e-05
GENE.16383	4.93585425830056e-05
GENE.16384	2.24767538989923e-05
GENE.16385	4.94181852200848e-06
GENE.16386	4.66064608900529e-06
GENE.16387	7.66833909982001e-08
GENE.16388	8.08668958499903e-05
GENE.16389	6.16364054980001e-05
GENE.16390	4.0105413419006e-05
GENE.16391	3.39110995198344e-06
GENE.16392	3.36554882102158e-06
GENE.16393	6.85890329349959e-05
GENE.16394	4.08978084598388e-06
GENE.16395	5.14630756440204e-05
GENE.16396	1.24227093189766e-05
GENE.16397	1.13065399640067e-05
GENE.16398	9.78991289901643e-06
GENE.16399	0.0
GENE.16400	1.2780565197823e-07
GENE.16401	1.27805651006785e-07
GENE.16402	1.27805652005986e-07
GENE.16403	1.27805651006785e-07
GENE.16404	1.27805650979029e-07
GENE.16405	1.70407540023287e-08
GENE.16406	1.70407540023287e-08
GENE.16407	1.7040753003128e-08
GENE.16408	1.70407540023287e-08
GENE.16409	2.76401022160089e-05
GENE.16410	1.1528069758987e-05
GENE.16411	0.0
GENE.16412	0.0
GENE.16413	0.0
GENE.16414	2.55611310173709e-08
GENE.16415	4.64360533497521e-06
GENE.16416	1.76797817820207e-05
GENE.16417	1.7688302157981e-05
GENE.16418	1.80376376060221e-05
GENE.16419	1.76627410279906e-05
GENE.16420	1.76627410279906e-05
GENE.16421	1.80376376049951e-05
GENE.16422	1.80631987360125e-05
GENE.16423	0.0
GENE.16424	3.5461808084003e-05
GENE.16425	6.2420280159986e-05
GENE.16426	3.40815070998257e-07
GENE.16427	0.0
GENE.16428	9.37241440013281e-08
GENE.16429	6.97818856801313e-06
GENE.16430	8.17104131500823e-06
GENE.16431	1.35303582989854e-05
GENE.16432	2.04659449830058e-05
GENE.16433	2.04063023450107e-05
GENE.16434	2.04744653599931e-05
GENE.16435	2.0414822721998e-05
GENE.16436	2.0414822721998e-05
GENE.16437	0.0
GENE.16438	1.36922454569977e-05
GENE.16439	5.11222605997785e-07
GENE.16440	5.80578472570148e-05
GENE.16441	5.28263359297898e-06
GENE.16442	5.28263359200754e-06
GENE.16443	6.73961801900269e-06
GENE.16444	3.57855824001385e-07
GENE.16445	8.52037698728658e-09
GENE.16446	2.55611300181702e-08
GENE.16447	0.000578721030441987
GENE.16448	8.52037701504216e-09
GENE.16449	4.92222165549838e-05
GENE.16450	2.55611310173709e-08
GENE.16451	4.29426988798887e-06
GENE.16452	7.60869644900186e-06
GENE.16453	6.31359917999119e-06
GENE.16454	6.19431390599945e-06
GENE.16455	8.52037701504216e-09
GENE.16456	7.66833909982001e-08
GENE.16457	7.66833909982001e-08
GENE.16458	0.0
GENE.16459	5.96426369958714e-08
GENE.16460	5.11222610077855e-08
GENE.16461	0.0
GENE.16462	0.0
GENE.16463	1.77735059259942e-05
GENE.16464	1.77735059259942e-05
GENE.16465	1.0940163761991e-05
GENE.16466	1.35644398060186e-05
GENE.16467	4.28574951100158e-06
GENE.16468	2.98213186700202e-06
GENE.16469	8.52037679854867e-08
GENE.16470	8.52037670140415e-08
GENE.16471	0.000539799949392988
GENE.16472	6.56069010007698e-07
GENE.16473	0.0
GENE.16474	0.0
GENE.16475	0.0
GENE.16476	1.70407540023287e-08
GENE.16477	0.0
GENE.16478	8.52037698728658e-09
GENE.16479	0.0
GENE.16480	4.54647304030109e-05
GENE.16481	4.54902915330013e-05
GENE.16482	4.54647304029832e-05
GENE.16483	0.0
GENE.16484	0.0
GENE.16485	0.0
GENE.16486	9.37241440013281e-08
GENE.16487	5.45304113003242e-07
GENE.16488	0.0
GENE.16489	3.90403663250161e-05
GENE.16490	3.04092246639909e-05
GENE.16491	3.04092246639909e-05
GENE.16492	3.04092246650178e-05
GENE.16493	3.04092246639909e-05
GENE.16494	1.71855999289983e-05
GENE.16495	1.72708036970115e-05
GENE.16496	0.0
GENE.16497	0.0
GENE.16498	0.0
GENE.16499	2.55611309896153e-08
GENE.16500	0.0
GENE.16501	1.03607781420101e-05
GENE.16502	4.95289501189766e-05
GENE.16503	4.95374704950202e-05
GENE.16504	1.86596251099957e-05
GENE.16505	1.84380953129892e-05
GENE.16506	2.97361149001474e-06
GENE.16507	4.41355516297981e-06
GENE.16508	2.09004841980054e-05
GENE.16509	4.67513072940073e-05
GENE.16510	1.45698442599596e-06
GENE.16511	3.06733563401607e-06
GENE.16512	2.9650911139989e-06
GENE.16513	4.00542911589974e-05
GENE.16514	0.0
GENE.16515	1.36326027994071e-07
GENE.16516	1.36326027994071e-07
GENE.16517	0.0
GENE.16518	0.0
GENE.16519	6.47548633991857e-07
GENE.16520	6.47548634019612e-07
GENE.16521	6.47548633991857e-07
GENE.16522	8.52037698728658e-09
GENE.16523	4.91625739201806e-06
GENE.16524	2.0789719299974e-06
GENE.16525	8.52037598808586e-09
GENE.16526	0.000101707737411
GENE.16527	7.66833909982001e-08
GENE.16528	5.96426370236269e-08
GENE.16529	3.17298830619928e-05
GENE.16530	3.16617200490088e-05
GENE.16531	3.99605670098335e-06
GENE.16532	1.78587096940075e-05
GENE.16533	1.78587096930083e-05
GENE.16534	1.78587096939797e-05
GENE.16535	8.52037701504216e-09
GENE.16536	1.4919179709999e-05
GENE.16537	1.75860576369924e-05
GENE.16538	0.0
GENE.16539	2.55611309896153e-08
GENE.16540	2.55611300181702e-08
GENE.16541	0.0
GENE.16542	1.37433677170062e-05
GENE.16543	4.68620721977286e-07
GENE.16544	1.70407540023287e-08
GENE.16545	1.5839380401006e-05
GENE.16546	1.7040753003128e-08
GENE.16547	0.0
GENE.16548	0.0
GENE.16549	0.0
GENE.16550	0.000124849080696987
GENE.16551	1.91708477101371e-06
GENE.16552	2.02784966998881e-06
GENE.16553	2.02784966901737e-06
GENE.16554	5.32949566479923e-05
GENE.16555	5.32949566469931e-05
GENE.16556	5.32949566479923e-05
GENE.16557	5.32949566470209e-05
GENE.16558	3.09630491539814e-05
GENE.16559	6.37238978050125e-05
GENE.16560	6.37238978039856e-05
GENE.16561	2.04489042004985e-07
GENE.16562	5.45304113003242e-07
GENE.16563	0.0
GENE.16564	2.69243905690053e-05
GENE.16565	9.03159937004627e-07
GENE.16566	8.16592908879921e-05
GENE.16567	5.11222610077855e-08
GENE.16568	3.34595195450038e-05
GENE.16569	3.34765602989784e-05
GENE.16570	3.54362469540126e-05
GENE.16571	0.000103624822182014
GENE.16572	2.25704780429936e-05
GENE.16573	8.06027641700457e-06
GENE.16574	4.3002341518994e-05
GENE.16575	1.11702139349856e-05
GENE.16576	9.63654611801923e-06
GENE.16577	1.1988170103977e-05
GENE.16578	1.17240384250039e-05
GENE.16579	1.95968666016899e-07
GENE.16580	7.1179227470991e-05
GENE.16581	8.07902124589921e-05
GENE.16582	1.3794489978014e-05
GENE.16583	6.92706630769924e-05
GENE.16584	6.90917351650056e-05
GENE.16585	6.88105627310032e-05
GENE.16586	1.1323580716982e-05
GENE.16587	3.49335447299981e-06
GENE.16588	4.26018830212982e-08
GENE.16589	0.0
GENE.16590	7.66833909982001e-08
GENE.16591	0.0
GENE.16592	0.0
GENE.16593	0.0
GENE.16594	3.71318019299904e-05
GENE.16595	1.99717631300111e-05
GENE.16596	1.99888038849849e-05
GENE.16597	1.99632427529961e-05
GENE.16598	2.10027287190218e-05
GENE.16599	1.13321010999923e-06
GENE.16600	8.52037598808586e-09
GENE.16601	2.08578823140126e-05
GENE.16602	1.01307279709861e-05
GENE.16603	0.0
GENE.16604	0.000249229540670998
GENE.16605	8.09435792004098e-07
GENE.16606	0.0
GENE.16607	9.37241440013281e-08
GENE.16608	1.78757504480098e-05
GENE.16609	7.28492213097898e-06
GENE.16610	9.09124200501599e-06
GENE.16611	2.13009419100518e-06
GENE.16612	4.16135201069812e-05
GENE.16613	0.0
GENE.16614	1.7040753003128e-08
GENE.16615	0.0
GENE.16616	1.71259572900873e-06
GENE.16617	5.73421356100945e-06
GENE.16618	5.75977469199906e-06
GENE.16619	1.86596250997817e-06
GENE.16620	1.78416689400052e-05
GENE.16621	6.06650825499266e-06
GENE.16622	6.06650825502042e-06
GENE.16623	1.06504709529998e-05
GENE.16624	1.23545462998864e-06
GENE.16625	0.0
GENE.16626	0.0
GENE.16627	1.42716310770064e-05
GENE.16628	5.51779599120006e-05
GENE.16629	0.0
GENE.16630	2.37718511600371e-06
GENE.16631	4.26018839927433e-08
GENE.16632	3.03666227809973e-05
GENE.16633	3.70636389099288e-06
GENE.16634	3.70636389201984e-06
GENE.16635	3.70636389099288e-06
GENE.16636	1.31469413439944e-05
GENE.16637	2.72652057015099e-07
GENE.16638	1.70407529753724e-08
GENE.16639	3.68932313801751e-06
GENE.16640	1.27805652005986e-07
GENE.16641	1.92901329889861e-05
GENE.16642	5.86287125010077e-05
GENE.16643	0.0
GENE.16644	1.5421881939981e-05
GENE.16645	1.54218819390095e-05
GENE.16646	1.54389226930118e-05
GENE.16647	1.5421881939981e-05
GENE.16648	5.60640791000266e-06
GENE.16649	5.81089695100845e-06
GENE.16650	5.81089695200765e-06
GENE.16651	5.69161167698895e-06
GENE.16652	8.52037701504216e-09
GENE.16653	8.52037679854867e-08
GENE.16654	9.37241440013281e-08
GENE.16655	1.27805652005986e-07
GENE.16656	9.37241440013281e-08
GENE.16657	8.52037698728658e-09
GENE.16658	3.66376200017227e-07
GENE.16659	2.55611309896153e-08
GENE.16660	0.0
GENE.16661	3.93641406398748e-06
GENE.16662	8.52037680132423e-08
GENE.16663	1.42290291919867e-05
GENE.16664	5.37635773700251e-05
GENE.16665	3.40815069777012e-08
GENE.16666	3.40815070054568e-08
GENE.16667	1.75519761300147e-05
GENE.16668	3.94663851630006e-05
GENE.16669	2.52629170999774e-05
GENE.16670	0.000135192818085023
GENE.16671	1.9256051490002e-06
GENE.16672	3.23774316995928e-07
GENE.16673	4.47319780000344e-06
GENE.16674	5.70183612919883e-05
GENE.16675	5.11222610077855e-08
GENE.16676	0.0
GENE.16677	2.83132119809903e-05
GENE.16678	0.000323646511312004
GENE.16679	2.80320395498745e-06
GENE.16680	1.88896752810197e-05
GENE.16681	1.70407540023287e-08
GENE.16682	3.57855824001385e-07
GENE.16683	3.96623538279905e-05
GENE.16684	4.26018839927433e-08
GENE.16685	9.37241440013281e-08
GENE.16686	9.37241450005288e-08
GENE.16687	9.37241440013281e-08
GENE.16688	0.00169899720788999
GENE.16689	0.00170009633649101
GENE.16690	0.00169941470635099
GENE.16691	2.23915501310068e-05
GENE.16692	1.36922454569977e-05
GENE.16693	1.36922454569977e-05
GENE.16694	2.06022710109999e-05
GENE.16695	2.51180706949961e-05
GENE.16696	1.61120324570219e-05
GENE.16697	0.0
GENE.16698	8.52037698728658e-09
GENE.16699	0.0
GENE.16700	4.88899218619998e-05
GENE.16701	4.9247777685002e-05
GENE.16702	4.93329814529875e-05
GENE.16703	1.10764898003657e-07
GENE.16704	2.55611310173709e-08
GENE.16705	4.14090310599247e-06
GENE.16706	3.72340464499521e-06
GENE.16707	3.72340464499521e-06
GENE.16708	3.97049557102069e-06
GENE.16709	3.55299710999568e-06
GENE.16710	3.55299710999568e-06
GENE.16711	3.55299710999568e-06
GENE.16712	2.03551800850021e-05
GENE.16713	3.49335446986343e-07
GENE.16714	8.52037701504216e-09
GENE.16715	0.00022276525044701
GENE.16716	1.02244521987815e-07
GENE.16717	6.81118918370027e-05
GENE.16718	6.806928995301e-05
GENE.16719	1.32747469950012e-05
GENE.16720	0.0
GENE.16721	2.20166535539745e-05
GENE.16722	5.40958720630091e-05
GENE.16723	1.72963648270019e-05
GENE.16724	0.0
GENE.16725	4.75692634639979e-05
GENE.16726	0.000101741818917006
GENE.16727	3.95601093070019e-05
GENE.16728	8.38064258329996e-05
GENE.16729	2.98213187005514e-07
GENE.16730	1.10764898003657e-07
GENE.16731	7.12303497299449e-06
GENE.16732	1.7040753003128e-08
GENE.16733	0.0
GENE.16734	0.0
GENE.16735	0.0
GENE.16736	9.60246461098602e-06
GENE.16737	1.70407540023287e-08
GENE.16738	1.90004401801058e-06
GENE.16739	1.90004401798283e-06
GENE.16740	5.96426369958714e-08
GENE.16741	8.52037701504216e-09
GENE.16742	7.32752401005898e-07
GENE.16743	1.09060822597873e-06
GENE.16744	1.79098319540161e-05
GENE.16745	0.0
GENE.16746	0.0
GENE.16747	8.52037698728658e-09
GENE.16748	8.52037701504216e-09
GENE.16749	0.0
GENE.16750	8.52037598808586e-09
GENE.16751	3.91937332006043e-07
GENE.16752	0.00039902628452701
GENE.16753	0.000402255507319982
GENE.16754	0.000402315149958005
GENE.16755	0.000400304341040991
GENE.16756	0.000400287300288016
GENE.16757	0.000400329902172009
GENE.16758	1.54218819398144e-06
GENE.16759	1.17581199320094e-05
GENE.16760	2.59019453599518e-06
GENE.16761	2.73333686529875e-05
GENE.16762	8.52037701504216e-09
GENE.16763	8.79302881801047e-06
GENE.16764	1.70407539745732e-08
GENE.16765	1.7040753003128e-08
GENE.16766	1.70407540023287e-08
GENE.16767	3.81712878899654e-06
GENE.16768	2.21018573210163e-05
GENE.16769	2.48709797689983e-05
GENE.16770	1.533667819964e-07
GENE.16771	0.0
GENE.16772	0.0
GENE.16773	0.0
GENE.16774	0.0
GENE.16775	0.0
GENE.16776	0.0
GENE.16777	0.0
GENE.16778	0.000122574140101001
GENE.16779	1.44846405009114e-07
GENE.16780	0.000182915448330989
GENE.16781	1.7892791201457e-07
GENE.16782	9.17644577297372e-06
GENE.16783	1.48254555601413e-06
GENE.16784	4.68620722005042e-07
GENE.16785	6.44140483229971e-05
GENE.16786	8.52037598808586e-09
GENE.16787	8.52037701504216e-09
GENE.16788	7.58313531995514e-07
GENE.16789	1.70407534999528e-07
GENE.16790	1.45357627560072e-05
GENE.16791	3.44223221199202e-06
GENE.16792	3.45927296599435e-06
GENE.16793	3.02558578819945e-05
GENE.16794	2.54674061430094e-05
GENE.16795	4.20054574298834e-06
GENE.16796	3.43115572219999e-05
GENE.16797	0.0
GENE.16798	7.08639735310101e-05
GENE.16799	5.3482404935995e-05
GENE.16800	7.08639735320094e-05
GENE.16801	7.12985127460097e-05
GENE.16802	5.35079660659854e-05
GENE.16803	9.37241450005288e-08
GENE.16804	9.37241440013281e-08
GENE.16805	4.26018839927433e-08
GENE.16806	1.34707156610181e-05
GENE.16807	2.47176129870019e-05
GENE.16808	0.0
GENE.16809	0.0
GENE.16810	9.11680313991914e-07
GENE.16811	5.25877653760054e-05
GENE.16812	0.0
GENE.16813	0.0
GENE.16814	1.97672740898103e-06
GENE.16815	1.24738315800121e-05
GENE.16816	1.55326468369854e-05
GENE.16817	1.70407540023287e-08
GENE.16818	1.7040753003128e-08
GENE.16819	0.0
GENE.16820	3.60411937100347e-06
GENE.16821	0.0
GENE.16822	0.0
GENE.16823	0.0
GENE.16824	0.0
GENE.16825	3.33657954000033e-05
GENE.16826	0.0
GENE.16827	0.0
GENE.16828	0.0
GENE.16829	1.63250418770133e-05
GENE.16830	0.000104536502494978
GENE.16831	7.66833909982001e-08
GENE.16832	0.000171804877032999
GENE.16833	5.11222600085848e-08
GENE.16834	5.11222610077855e-08
GENE.16835	2.5774139706003e-05
GENE.16836	0.0
GENE.16837	0.0
GENE.16838	1.38882141219876e-05
GENE.16839	3.29482969400052e-05
GENE.16840	5.76318284190025e-05
GENE.16841	1.98524778599607e-06
GENE.16842	8.52037598808586e-09
GENE.16843	1.53366782024156e-07
GENE.16844	0.000302763067868
GENE.16845	4.26018839927433e-08
GENE.16846	4.26018839927433e-08
GENE.16847	8.52037601584144e-09
GENE.16848	3.66376200988672e-07
GENE.16849	3.53254820560089e-05
GENE.16850	3.22581464219929e-05
GENE.16851	2.55611302985015e-07
GENE.16852	8.52037701504216e-09
GENE.16853	0.000155658763068001
GENE.16854	0.000155658763069
GENE.16855	0.000137161025117988
GENE.16856	3.37406919800887e-06
GENE.16857	8.52037598808586e-09
GENE.16858	8.52037701504216e-09
GENE.16859	8.52037698728658e-09
GENE.16860	8.52037701504216e-09
GENE.16861	0.0
GENE.16862	8.52037598808586e-09
GENE.16863	0.0
GENE.16864	0.0
GENE.16865	0.0
GENE.16866	8.52037701504216e-09
GENE.16867	2.74696946809816e-05
GENE.16868	8.52037701504216e-09
GENE.16869	0.000335097897680992
GENE.16870	5.85349883500119e-06
GENE.16871	5.05854768380054e-05
GENE.16872	1.8489217570028e-06
GENE.16873	6.26247691998261e-06
GENE.16874	9.37241450005288e-08
GENE.16875	0.0
GENE.16876	1.93412552501604e-06
GENE.16877	1.96820703199374e-06
GENE.16878	6.08610512120022e-05
GENE.16879	1.59331045498923e-06
GENE.16880	5.54676527200759e-06
GENE.16881	1.24567908260098e-05
GENE.16882	1.22352610310017e-05
GENE.16883	1.16388346569907e-05
GENE.16884	5.367837359882e-07
GENE.16885	8.52037701504216e-09
GENE.16886	6.34768068699665e-06
GENE.16887	2.36184843850074e-05
GENE.16888	5.85349883600039e-06
GENE.16889	8.52037698728658e-09
GENE.16890	7.78336417220082e-05
GENE.16891	0.000154678919740997
GENE.16892	3.83416954991e-07
GENE.16893	3.3229469301177e-07
GENE.16894	6.40732332599092e-06
GENE.16895	1.00455242020014e-05
GENE.16896	1.54048411860064e-05
GENE.16897	1.70407535299288e-06
GENE.16898	1.16729161600548e-06
GENE.16899	1.13321010900003e-06
GENE.16900	1.13321010999923e-06
GENE.16901	1.16729161600548e-06
GENE.16902	1.13321010999923e-06
GENE.16903	3.66376199989471e-07
GENE.16904	1.70407540023287e-08
GENE.16905	1.04119004029901e-05
GENE.16906	8.76917176370062e-05
GENE.16907	8.7691717636007e-05
GENE.16908	4.92477776900535e-06
GENE.16909	1.10764898003657e-07
GENE.16910	8.52037698728658e-09
GENE.16911	8.52037601584144e-09
GENE.16912	8.52037698728658e-09
GENE.16913	8.52037698728658e-09
GENE.16914	8.52037701504216e-09
GENE.16915	2.50499076809851e-05
GENE.16916	2.50499076800137e-05
GENE.16917	7.12899923699939e-05
GENE.16918	2.42063903810041e-05
GENE.16919	8.94383948729927e-05
GENE.16920	8.93702318590095e-05
GENE.16921	8.91998243230108e-05
GENE.16922	8.94383948729927e-05
GENE.16923	1.46550480298324e-06
GENE.16924	4.17498461025012e-07
GENE.16925	5.11222609800299e-08
GENE.16926	5.11222610077855e-08
GENE.16927	2.77934689980053e-05
GENE.16928	0.00013551659240299
GENE.16929	5.72824929720162e-05
GENE.16930	5.84583049649812e-05
GENE.16931	1.68703459890174e-05
GENE.16932	2.64131680000057e-07
GENE.16933	0.000192705361230977
GENE.16934	3.15253940008642e-07
GENE.16935	1.7892791201457e-07
GENE.16936	1.70407540023287e-08
GENE.16937	7.10599421899216e-06
GENE.16938	7.07191271298591e-06
GENE.16939	3.20025351190079e-05
GENE.16940	1.7040753003128e-08
GENE.16941	8.34996922993714e-07
GENE.16942	0.000109001179918994
GENE.16943	3.0434785794009e-05
GENE.16944	0.0
GENE.16945	0.0
GENE.16946	1.7892791201457e-07
GENE.16947	1.3462195289915e-06
GENE.16948	9.96458062340055e-05
GENE.16949	5.77937155779862e-05
GENE.16950	4.19202536700025e-06
GENE.16951	7.94951151910084e-05
GENE.16952	1.36752047029953e-05
GENE.16953	1.70407540023287e-08
GENE.16954	8.52037698728658e-09
GENE.16955	1.19285274019498e-07
GENE.16956	1.10764898003657e-07
GENE.16957	9.35537368498829e-06
GENE.16958	3.10908548049882e-05
GENE.16959	3.11930993270038e-05
GENE.16960	3.11930993260046e-05
GENE.16961	3.11930993270038e-05
GENE.16962	6.17727315199712e-06
GENE.16963	6.16023239899399e-06
GENE.16964	6.14319164601862e-06
GENE.16965	6.14319164499166e-06
GENE.16966	0.000461736257496986
GENE.16967	0.000261183629268996
GENE.16968	0.000316029294487014
GENE.16969	1.89152364099554e-06
GENE.16970	1.10764898003657e-07
GENE.16971	1.7040753003128e-08
GENE.16972	2.28601708529841e-05
GENE.16973	5.61663236170185e-05
GENE.16974	5.75721857820066e-05
GENE.16975	0.000230348385765994
GENE.16976	0.000226616460743984
GENE.16977	0.000226173401153024
GENE.16978	0.000226173401151997
GENE.16979	8.52037698728658e-09
GENE.16980	7.31389141269967e-05
GENE.16981	4.19628555539953e-05
GENE.16982	4.19458148000207e-05
GENE.16983	4.15112755849933e-05
GENE.16984	5.26729691439909e-05
GENE.16985	2.06704340250108e-05
GENE.16986	8.06027641700457e-06
GENE.16987	4.30790249099922e-05
GENE.16988	4.30790249099922e-05
GENE.16989	2.1156095500019e-05
GENE.16990	4.04206673599861e-05
GENE.16991	4.13153069200034e-05
GENE.16992	6.1491559092991e-05
GENE.16993	2.70436758429971e-05
GENE.16994	3.02302967520041e-05
GENE.16995	2.963387037902e-05
GENE.16996	7.96655227297549e-06
GENE.16997	7.90690963500817e-06
GENE.16998	0.0
GENE.16999	0.0
GENE.17000	5.19742983012828e-07
GENE.17001	5.19146556119954e-05
GENE.17002	5.19146556119954e-05
GENE.17003	5.31927121260045e-05
GENE.17004	4.31727490539935e-05
GENE.17005	2.86625474280044e-05
GENE.17006	2.87051493119972e-05
GENE.17007	2.81428044459908e-05
GENE.17008	2.81428044450194e-05
GENE.17009	0.000153895045078983
GENE.17010	8.52037701504216e-09
GENE.17011	2.22381833497876e-06
GENE.17012	2.26386410570045e-05
GENE.17013	2.55696506629988e-05
GENE.17014	3.41837515700216e-05
GENE.17015	1.56178506059979e-05
GENE.17016	4.90858905269898e-05
GENE.17017	7.54053343399175e-06
GENE.17018	7.40420740599768e-06
GENE.17019	4.41355516300757e-06
GENE.17020	1.2354546310156e-06
GENE.17021	0.000159671860522986
GENE.17022	0.000158359722502999
GENE.17023	4.51579968002713e-07
GENE.17024	5.55784176199947e-05
GENE.17025	8.11991905400045e-06
GENE.17026	5.60640791000266e-06
GENE.17027	3.05881525700102e-06
GENE.17028	1.38030103550013e-05
GENE.17029	7.54053343499095e-06
GENE.17030	9.90408594830072e-05
GENE.17031	0.000104204207801994
GENE.17032	4.71091631180087e-05
GENE.17033	0.000916392081904999
GENE.17034	1.22523017840048e-05
GENE.17035	1.16729161639961e-05
GENE.17036	6.04946750998314e-07
GENE.17037	3.27352875200138e-05
GENE.17038	3.2735287519986e-05
GENE.17039	3.2735287521013e-05
GENE.17040	8.86119182974543e-07
GENE.17041	4.43911629310068e-05
GENE.17042	8.7333861810146e-06
GENE.17043	4.57544232199125e-06
GENE.17044	9.42779688730133e-05
GENE.17045	1.31554617209817e-05
GENE.17046	2.56463340600477e-06
GENE.17047	8.93105892210144e-05
GENE.17048	8.82114606189921e-05
GENE.17049	0.000100037743564985
GENE.17050	9.99951416810196e-05
GENE.17051	8.56212660829969e-05
GENE.17052	8.55871845769907e-05
GENE.17053	8.55701438230161e-05
GENE.17054	8.55445826919987e-05
GENE.17055	8.8441510789905e-06
GENE.17056	2.04574246059908e-05
GENE.17057	1.37774492250109e-05
GENE.17058	0.0
GENE.17059	7.03527509249846e-05
GENE.17060	7.4238042729019e-05
GENE.17061	7.46214596839823e-05
GENE.17062	8.43517299009555e-07
GENE.17063	3.314426561013e-06
GENE.17064	3.31442655998604e-06
GENE.17065	3.91085293399707e-06
GENE.17066	1.14599067450039e-05
GENE.17067	3.52828801719884e-05
GENE.17068	5.53824490018284e-07
GENE.17069	9.2974351228986e-05
GENE.17070	5.83390196910172e-05
GENE.17071	2.40359828459769e-05
GENE.17072	5.03554266600981e-06
GENE.17073	9.30425142500746e-06
GENE.17074	7.85408329939952e-05
GENE.17075	7.85408329939952e-05
GENE.17076	0.000501722385642001
GENE.17077	4.11363790080166e-05
GENE.17078	5.51268376509928e-05
GENE.17079	0.000100404119766001
GENE.17080	5.01850191289843e-05
GENE.17081	3.28460524180174e-05
GENE.17082	1.95968665989144e-07
GENE.17083	1.533667819964e-07
GENE.17084	1.87448288002656e-07
GENE.17085	4.83105362419911e-05
GENE.17086	0.0
GENE.17087	9.37241440013281e-08
GENE.17088	9.02478306660237e-05
GENE.17089	0.0
GENE.17090	0.000278812288788982
GENE.17091	3.8512102970012e-06
GENE.17092	1.53366780997199e-07
GENE.17093	9.37241450005288e-08
GENE.17094	2.55611300181702e-08
GENE.17095	2.55611299904146e-08
GENE.17096	8.52037698728658e-09
GENE.17097	0.0
GENE.17098	0.0
GENE.17099	2.13009419020027e-07
GENE.17100	0.0
GENE.17101	0.0
GENE.17102	0.0
GENE.17103	0.0
GENE.17104	0.0
GENE.17105	0.0
GENE.17106	0.0
GENE.17107	0.0
GENE.17108	0.0
GENE.17109	0.0
GENE.17110	0.0
GENE.17111	0.0
GENE.17112	0.0
GENE.17113	0.0
GENE.17114	0.0
GENE.17115	0.0
GENE.17116	1.70407540023287e-08
GENE.17117	0.0
GENE.17118	0.0
GENE.17119	0.0
GENE.17120	0.0
GENE.17121	0.0
GENE.17122	0.0
GENE.17123	0.0
GENE.17124	0.0
GENE.17125	0.0
GENE.17126	0.0
GENE.17127	0.0
GENE.17128	0.0
GENE.17129	0.0
GENE.17130	1.70407529753724e-08
GENE.17131	0.0
GENE.17132	0.0
GENE.17133	0.0
GENE.17134	0.0
GENE.17135	0.0
GENE.17136	0.0
GENE.17137	0.0
GENE.17138	0.0
GENE.17139	0.0
GENE.17140	0.0
GENE.17141	0.0
GENE.17142	0.0
GENE.17143	0.0
GENE.17144	0.0
GENE.17145	0.0
GENE.17146	0.0
GENE.17147	0.0
GENE.17148	0.0
GENE.17149	4.26018840204989e-08
GENE.17150	0.0
GENE.17151	0.00012067409608299
GENE.17152	6.47804245230144e-05
GENE.17153	0.0
GENE.17154	0.0
GENE.17155	0.0
GENE.17156	0.0
GENE.17157	0.0
GENE.17158	0.0
GENE.17159	0.0
GENE.17160	0.0
GENE.17161	0.0
GENE.17162	3.83416954299887e-06
GENE.17163	8.52037698728658e-09
GENE.17164	1.7040753003128e-08
GENE.17165	2.80320395498745e-06
GENE.17166	1.70407540023287e-08
GENE.17167	5.79385619009498e-07
GENE.17168	1.27805652005986e-07
GENE.17169	2.4521644320985e-05
GENE.17170	9.45761820997371e-07
GENE.17171	6.90150518012356e-07
GENE.17172	3.03921839109877e-05
GENE.17173	3.93641406401524e-06
GENE.17174	4.94181851995457e-07
GENE.17175	1.7040753003128e-08
GENE.17176	7.41272778992386e-07
GENE.17177	1.10764898003657e-07
GENE.17178	3.77111875489999e-05
GENE.17179	3.77111875499991e-05
GENE.17180	8.18211780470035e-05
GENE.17181	3.53851246930048e-05
GENE.17182	1.85744213419825e-05
GENE.17183	4.93244610760002e-05
GENE.17184	1.9409418265004e-05
GENE.17185	7.77313972010196e-05
GENE.17186	2.12242585150013e-05
GENE.17187	2.21529795819964e-05
GENE.17188	7.668339079836e-07
GENE.17189	1.43397940910173e-05
GENE.17190	1.66488161929823e-05
GENE.17191	2.13861456802023e-06
GENE.17192	1.2695361369941e-06
GENE.17193	1.35473990519885e-05
GENE.17194	5.02020598830144e-05
GENE.17195	5.02020598829866e-05
GENE.17196	3.35617640659924e-05
GENE.17197	0.000167050506800021
GENE.17198	6.34086438639769e-05
GENE.17199	2.47090926025484e-07
GENE.17200	1.95968665989144e-07
GENE.17201	1.61887158012242e-07
GENE.17202	1.69640701339902e-05
GENE.17203	2.72566852619893e-05
GENE.17204	2.72822463930067e-05
GENE.17205	2.76060207099471e-06
GENE.17206	2.82876508500562e-06
GENE.17207	0.000142401056826003
GENE.17208	3.73959336099905e-05
GENE.17209	3.7395933609019e-05
GENE.17210	3.73959336089913e-05
GENE.17211	0.0
GENE.17212	3.40815070054568e-08
GENE.17213	6.62885312099903e-05
GENE.17214	6.63226127169958e-05
